area,cement_kg,steel_kg,labor_hours,location_index,total_cost
1489,327,48550,709,2,1633050
2579,313,43525,981,2,2551308
2164,321,46409,483,2,1839183
2232,329,46911,909,1,2095175
1166,343,46838,843,0,1126431
1443,319,44774,819,1,1478662
872,343,42825,604,0,767790
2071,326,43124,887,1,1991076
1659,337,42568,487,0,1341440
842,358,47334,651,2,1077805
1864,341,43958,430,0,1516227
2316,351,45739,820,0,2100167
2886,355,48719,460,2,2682161
1168,340,44109,978,2,1334723
950,333,46464,625,0,928214
1934,338,47487,734,0,1715488
2303,340,49741,978,2,2186040
2259,356,46189,510,1,2059755
1870,343,49636,890,2,1955476
1823,336,49127,671,0,1598189
2398,300,49193,433,0,2056852
2840,353,47554,611,0,2372753
2189,314,49288,699,2,2157535
868,331,48193,772,2,1070677
1743,307,46094,524,1,1618413
1601,332,44930,502,0,1425751
860,317,42763,519,0,888385
1745,344,48179,946,2,1833543
2137,328,47529,730,0,1822640
1984,331,45360,708,1,1813978
1130,332,45450,969,2,1315347
2351,304,44147,811,0,2087423
1137,317,45395,798,2,1231505
2429,347,46424,705,2,2323658
2127,357,45719,562,1,1980879
2326,309,46801,464,2,2148718
2473,335,42220,615,0,2220919
2161,332,47910,425,1,1898059
2373,322,43861,983,2,2325561
1074,339,44614,443,0,864783
1987,304,47091,489,2,1891470
2793,333,43021,532,2,2554310
1669,323,42109,560,1,1546168
1814,316,46244,779,1,1690569
2711,330,48549,660,1,2396290
1402,306,45848,782,1,1429566
2599,316,49841,768,0,2157669
1490,327,42698,510,2,1421602
1293,337,49160,476,1,1226789
1289,321,47529,608,0,1167499
1189,314,49296,412,1,1115098
1094,336,49651,969,2,1293927
2192,314,42107,947,1,2093921
2517,349,42388,424,2,2369029
1448,349,42424,945,2,1635254
2673,324,44494,539,0,2200630
1367,352,44965,674,1,1311929
1244,320,47187,769,1,1225859
1162,354,49233,621,2,1326973
2970,337,44703,436,1,2552886
2011,301,43999,528,2,1949202
1541,326,49732,715,0,1326324
2841,348,47759,722,1,2507193
1479,331,45575,832,2,1525863
2442,320,43527,617,1,2231523
2372,303,46053,647,1,2084420
2158,343,44026,510,0,1939184
2939,318,44368,546,2,2691514
862,301,44766,743,0,821315
1962,325,43855,908,0,1788900
2028,333,48871,904,0,1784052
1055,313,48723,951,2,1201605
934,314,42446,533,2,1108658
1674,319,43597,863,1,1700556
1621,333,42209,590,2,1654720
2935,335,42848,562,0,2419991
1622,318,47958,855,2,1648488
1773,308,48513,460,1,1707103
2577,306,48060,404,0,2202224
920,329,47683,436,1,888042
2437,312,43651,859,2,2305694
2164,326,43916,616,1,1984463
1807,343,45529,538,1,1667707
1724,334,43918,498,2,1804342
1444,312,42576,663,1,1371077
2832,314,47761,998,2,2715642
2868,345,42688,995,0,2529784
1041,355,42789,623,1,996442
2419,308,47087,410,0,1917648
1602,344,48306,726,2,1629595
1763,322,47072,749,2,1801927
868,353,43355,778,1,1051476
1952,335,43687,630,1,1769587
995,352,42349,540,2,1149564
2987,339,47867,448,2,2686425
1545,302,44717,850,0,1511940
2488,333,45539,890,0,2187603
1076,318,46521,604,1,1080159
860,327,46422,808,1,979113
2713,322,43129,806,1,2461654
2899,339,49985,450,1,2600967
2572,348,46350,574,1,2294688
2134,344,48133,660,1,1982728
2637,306,48501,879,1,2322847
1366,340,48086,622,1,1281240
2371,311,46539,668,0,2031782
1421,313,46208,717,2,1505658
2825,345,47149,784,2,2600681
2000,314,48667,985,1,1931743
1113,302,46784,618,2,1207613
2944,314,42990,453,1,2650713
2036,350,43873,599,0,1760152
936,323,46141,738,1,1038705
1829,351,47290,704,0,1615366
2956,345,49297,644,0,2511128
1461,307,46852,607,0,1337552
886,304,43376,910,1,1017237
2923,350,43226,658,0,2465737
2108,303,47345,779,1,1978835
2500,313,49247,562,0,2125050
1294,315,49477,740,0,1233028
2447,319,49202,975,2,2430851
2742,323,42563,929,1,2549407
1868,305,48304,433,2,1747972
2224,354,49763,722,0,1794840
1396,356,44887,580,2,1567969
1249,330,49602,746,0,1196091
1284,305,48681,591,2,1384384
1445,334,48368,978,2,1537549
2429,314,49613,645,1,2090359
1461,328,43340,644,1,1318185
1557,302,45737,532,2,1554809
1088,310,49972,596,2,1217748
1520,302,43437,746,1,1568904
1437,327,42094,448,0,1271918
1298,309,45296,463,0,1184466
1433,349,47898,503,0,1242608
2473,332,42948,612,0,2098804
2830,347,46648,916,2,2595548
914,315,44692,518,0,793604
1473,358,46161,641,2,1467209
2536,309,49564,679,2,2366836
2057,332,45281,823,0,1748134
946,335,43497,762,0,889736
2965,302,46760,705,0,2530817
1211,304,44731,885,1,1145322
2487,311,49053,713,2,2426765
2332,356,48980,912,0,2159773
936,343,48714,566,1,1035669
818,312,44743,793,2,1052668
2759,323,49657,462,2,2537017
1801,343,46275,671,2,1823350
1248,356,44881,436,0,1112194
2748,331,49691,415,0,2312018
1745,315,47578,742,2,1681852
2177,331,49235,745,2,2117881
2322,344,49496,938,1,2192282
940,336,42201,632,1,1016335
2720,355,43498,975,2,2650503
892,335,47637,815,1,1071579
1038,320,45086,666,2,1157840
1004,346,45113,725,1,1013303
2256,311,44590,842,2,2256000
1044,350,49125,959,0,1082675
1631,320,49860,475,2,1592149
1094,359,48917,646,0,1016073
1655,350,47408,979,2,1726842
2864,320,43948,712,0,2467536
870,342,45604,975,1,1084493
2092,352,45963,991,0,1849216
2148,305,42693,742,1,2000951
1104,308,43719,581,2,1231970
1830,300,47363,798,1,1643988
2137,311,45933,640,1,2082985
1616,357,45732,691,1,1563895
1926,313,47887,453,2,1909665
1620,305,44659,544,0,1343622
992,300,49734,755,1,1160932
2576,321,43721,997,2,2463001
1328,333,49999,876,1,1244083
1050,355,47717,421,0,875607
2588,310,47293,730,1,2275197
2826,302,46051,691,1,2480035
2203,341,47653,635,1,1946724
1967,305,47628,428,0,1719735
2872,305,44291,559,0,2438029
1896,319,48203,929,2,1948934
2647,320,46199,949,1,2449521
1304,301,44698,500,1,1250466
2421,325,45374,689,1,2117417
2187,330,47790,776,1,1950513
2022,325,43010,572,0,1679110
1517,355,47863,742,0,1329938
1138,331,48220,978,1,1312042
1458,309,43041,590,1,1329362
1761,322,43557,838,1,1770764
1228,357,43207,954,1,1242661
1698,305,43680,742,2,1658659
938,322,45621,524,2,1096940
1341,327,45352,951,1,1447246
2904,348,49455,759,1,2516131
2055,329,43678,902,1,1940735
1183,313,45596,572,2,1340365
993,336,44745,793,0,1019818
2695,354,45545,860,2,2473009
1531,331,44993,519,2,1539403
2963,348,48410,672,1,2546588
1484,333,42780,757,1,1478234
881,340,48752,785,0,891951
1331,343,42945,718,1,1358098
2783,350,45428,660,1,2432691
1020,321,49973,680,0,938095
1434,330,49168,728,1,1463641
2569,306,47926,523,1,2331441
2674,340,45098,875,1,2519323
802,320,42547,677,2,1068308
2517,315,44207,492,1,2149735
1005,319,44984,946,2,1274854
2655,342,48542,527,1,2349631
839,343,44590,931,1,1015383
2906,346,44174,566,2,2642812
1443,349,43797,635,2,1457480
2330,318,43880,431,1,2056252
2707,347,45056,630,0,2316684
2943,331,47043,590,1,2608160
1697,314,44257,990,2,1824407
1885,304,44197,907,1,1757133
2079,310,42030,856,1,1897865
1470,314,42611,654,2,1445274
2305,328,47960,678,0,1989690
1518,349,46397,455,0,1283759
1871,344,45010,505,2,1802945
2755,303,44912,980,2,2620873
1959,348,45802,591,1,1718249
1049,335,44812,677,2,1168056
2692,347,42682,943,2,2581952
2653,322,42256,574,1,2360965
2303,314,42939,484,1,2040489
2034,345,49224,615,1,1870591
843,343,48152,413,0,765369
1382,302,49172,436,0,1162999
2088,331,44894,426,2,1918385
1019,309,45185,975,1,1264534
2725,339,42776,469,2,2526460
1790,337,44732,553,2,1817988
2612,321,42731,837,0,2307510
1657,313,47324,670,0,1549631
1603,316,48167,940,2,1719681
1289,320,48636,473,1,1141418
2580,350,44042,970,0,2237990
2293,347,42969,548,0,1977460
2505,314,49849,905,0,2216134
853,357,49573,409,2,993578
1415,314,42102,901,0,1276322
1882,300,43083,461,1,1689041
2648,323,47205,787,0,2309048
1754,354,46862,631,2,1753601
2429,354,45070,983,2,2400780
1449,311,45748,927,2,1510983
1194,309,42371,949,2,1388981
2159,345,42678,844,1,1988873
1170,341,48739,720,2,1284119
1657,341,48089,482,0,1441069
1590,351,42201,833,1,1473797
1457,330,47721,416,2,1476428
2192,310,42088,768,2,2189793
1183,353,48580,981,1,1204304
2909,315,48263,982,0,2637064
1038,308,48299,654,1,1049053
994,346,43996,855,0,1017351
2908,313,46494,960,0,2472539
1952,318,47819,932,2,2076639
2815,330,42187,791,1,2477908
955,308,49941,719,1,1038549
1722,335,47171,619,2,1696067
2409,352,46747,813,2,2309579
1774,338,43554,431,0,1532260
2030,353,47599,415,2,1913100
2614,325,46682,808,1,2339728
1637,307,42229,572,2,1641212
2807,323,45552,578,2,2578456
2163,307,47249,972,2,2161066
1003,318,42054,896,2,1225928
960,346,46366,503,2,1131086
1191,347,46031,716,0,1146035
1568,329,43123,987,2,1679173
1893,357,45140,580,2,1839938
1204,321,45370,531,1,1113341
1407,354,47065,554,2,1466572
2414,308,43552,758,1,2257278
2340,357,47473,634,1,2083045
2637,357,49795,564,1,2311822
1489,343,47271,826,1,1543549
2040,347,48473,887,0,1913221
2903,303,42115,612,0,2422417
1165,336,45613,556,1,1292136
2522,307,46418,474,0,2153266
1254,300,44610,834,0,1235633
903,327,47691,577,2,1041312
876,305,48372,711,0,875994
1029,346,49938,526,1,1071985
2737,335,42359,776,1,2420809
2005,352,49172,744,1,1957992
1692,310,42027,624,1,1596143
2373,304,45837,416,2,2176378
2874,349,49531,896,0,2442862
2475,323,45533,872,1,2303220
1098,346,47350,710,2,1255229
1756,317,43418,536,1,1583409
1914,319,46039,874,0,1733558
2274,327,44916,616,2,2187636
1164,312,47831,595,0,1050834
2498,304,47963,600,2,2357073
1150,329,43294,765,1,1194016
2704,300,47970,927,1,2457416
1811,321,49471,799,0,1581597
1298,317,49550,924,0,1253957
1749,345,45629,989,2,1715111
2794,304,44075,613,0,2449312
2846,330,47638,740,0,2505427
1307,305,46839,728,1,1259908
2127,326,49366,518,1,1854491
965,355,45677,824,1,1117579
1719,324,45153,772,1,1642009
913,328,47207,578,1,970112
1791,327,49557,831,1,1721499
2751,315,47817,801,1,2415829
2058,353,43778,793,2,2066300
1314,352,46675,965,1,1388911
2031,311,45894,478,1,1841478
1508,319,44498,823,1,1377954
2985,317,46528,517,1,2637083
1138,333,42373,767,1,1203597
867,354,48578,505,0,812437
2396,352,47306,504,0,2088193
2364,322,47870,702,1,2208934
1182,344,48137,547,1,1193798
818,326,49557,549,1,809851
2921,348,44265,655,2,2626360
1372,316,43131,481,1,1279027
2099,347,43842,415,2,1971504
2743,320,43573,592,2,2575234
1450,349,48026,473,1,1393324
2445,339,47043,676,0,2104566
1793,330,46444,460,1,1678993
2138,302,42787,935,1,1978009
1700,316,43545,934,0,1598300
2484,349,46121,742,0,2169049
2385,357,47167,794,1,2215527
2723,325,46954,657,1,2473057
2581,322,42369,597,2,2402157
1936,305,49181,452,0,1559814
2744,327,47731,670,2,2517367
1837,307,47306,600,2,1848763
2538,354,47643,795,2,2383621
1087,357,46979,777,2,1214325
2390,344,48010,934,0,2123913
2545,307,46374,487,0,2208056
1898,318,48484,797,0,1721449
1739,337,47447,581,1,1716033
2248,328,43702,682,2,2175645
1370,322,43657,932,1,1421008
1800,346,43928,960,0,1642007
2005,331,46055,589,0,1665386
1717,309,42606,604,1,1621475
2674,326,47144,443,2,2450890
1632,348,44576,699,0,1500435
2478,300,48569,678,2,2353100
1415,338,46124,784,2,1523774
1205,328,47051,710,0,1183883
2549,358,42322,927,1,2333675
892,344,43876,673,2,1111717
1453,302,48456,881,1,1522970
1233,350,42583,850,2,1350478
1935,346,47389,931,2,1935833
1174,336,44809,930,0,1108075
1866,330,48438,924,1,1731069
1006,310,42655,416,2,1199957
1579,321,46881,429,1,1628992
2119,317,42222,869,2,2099596
1941,334,44122,703,1,1797980
1331,305,48245,954,1,1462568
889,302,49699,492,0,859721
1917,304,49796,977,2,1911470
812,308,49853,983,2,1022674
2657,327,49028,561,2,2499996
1604,318,44220,727,2,1668078
1744,327,47123,653,0,1602978
2657,326,45550,839,0,2349443
2410,312,47779,970,2,2281346
2759,337,44442,943,1,2478412
1852,342,47745,519,0,1563382
1095,352,46928,913,1,1191743
1725,320,47099,948,1,1684146
1439,326,45985,496,1,1348515
1427,345,42166,769,2,1501317
1967,305,48443,816,0,1790595
1741,337,44016,656,2,1736206
1629,348,42117,527,1,1496159
2570,310,48655,758,2,2362703
1775,346,48755,555,1,1608030
1754,340,43809,456,2,1769190
2062,352,49342,981,2,2034924
1751,316,44206,955,0,1702707
1743,355,47503,475,0,1543378
2004,338,43250,557,1,1795000
2935,306,46006,484,1,2534069
2334,329,45109,721,1,2026923
1896,320,46558,708,2,1857067
978,300,49598,929,1,1185586
2628,324,47829,683,0,2341643
2057,331,43671,441,1,1935137
1264,358,44151,533,1,1270578
2574,356,47077,803,2,2433411
2030,307,49360,892,0,1827576
1684,304,44297,621,1,1618265
2132,329,43036,628,0,1851139
2454,350,44614,851,1,2216057
1744,307,43879,705,0,1552340
1724,348,42596,518,1,1536821
2738,318,42620,723,1,2484899
1293,343,48698,558,2,1322577
2346,358,47507,638,2,2255534
2769,354,42070,795,0,2342098
1894,329,47051,719,0,1671841
2625,314,43803,588,0,2251430
1562,335,49738,708,0,1404723
849,354,49116,648,2,1063401
1705,343,46533,937,0,1595588
1363,326,43067,905,1,1370917
1582,312,49439,793,1,1515246
2840,313,43925,805,1,2519984
2631,336,43037,580,2,2401658
1383,353,45442,420,0,1317449
2119,347,45183,982,1,1981936
1035,329,43402,993,1,1201995
2903,338,44361,554,2,2662722
2742,346,43438,958,2,2589075
1159,312,45811,593,2,1275688
2730,357,42484,623,1,2443429
909,315,46264,798,2,1019285
991,343,49031,679,1,1046767
1703,306,46898,409,0,1464509
1916,347,42245,775,1,1792920
1661,354,48409,871,0,1419395
1883,354,46944,551,1,1722390
1449,326,48386,523,0,1365614
838,344,48121,952,1,1010339
1436,354,47789,823,1,1383247
1836,334,45371,922,1,1819096
835,314,43350,912,1,915077
2948,327,42529,570,2,2706447
2161,334,47714,964,1,2056935
2783,306,46942,524,1,2432841
965,349,45814,574,2,1160943
2679,345,49147,903,2,2583648
830,349,48485,784,2,1004332
810,350,43788,970,2,1049375
2811,345,43702,505,2,2528584
2943,319,45625,927,2,2731639
1285,331,45320,437,2,1368988
2089,337,42759,794,2,2050451
2247,339,43403,876,2,2245561
2743,331,42797,866,2,2509394
2763,325,42531,904,2,2625503
2651,357,43917,714,0,2327400
2269,338,46959,684,1,2078665
2166,319,49548,863,1,1958158
1790,317,46137,663,2,1732563
1624,349,45416,828,2,1732218
2262,314,42598,764,0,1955711
2953,351,49428,580,2,2661916
1025,321,42305,643,0,951939
1576,350,46904,712,1,1512728
1912,321,44909,475,1,1804451
1487,352,47359,661,2,1456877
1329,320,42678,630,0,1238259
1771,301,45384,779,0,1665224
1735,339,42730,708,1,1698089
2222,352,48584,787,1,2173647
2953,342,44025,724,0,2505837
2094,317,47028,855,0,1911361
2798,322,46998,911,1,2537099
2326,312,46228,742,0,2003478
1478,340,44766,915,1,1375873
839,308,44098,841,0,835971
1905,348,48761,948,2,1989130
1644,306,42391,982,1,1545355
2543,340,44743,661,0,2292956
1246,353,45784,862,1,1311918
2034,300,48666,626,0,1716993
2150,301,45837,922,2,2135465
1026,303,46603,588,2,1192548
847,313,43685,608,2,994774
2262,331,48497,412,1,1982201
2630,335,44914,561,2,2536149
986,301,49116,971,1,1085967
2732,339,43418,892,2,2578110
1648,349,47051,834,1,1673524
2832,350,46191,404,2,2564876
2052,313,46201,601,0,1820296
2213,319,46090,815,0,1930369
1778,324,45726,411,1,1590486
2412,341,46773,796,2,2329571
1816,348,48656,740,2,1774016
2681,307,45629,772,0,2339469
1069,327,45313,777,2,1185596
2430,345,46951,624,2,2310624
1109,320,48058,581,1,1185957
2843,322,49655,696,0,2334992
2374,331,46885,706,2,2241080
1895,307,46610,830,2,1804025
2495,330,49821,517,1,2206215
2245,336,49041,751,1,2084716
2967,315,43084,987,1,2674057
1019,339,49583,445,1,919061
852,341,43007,626,2,1073091
2557,326,43317,755,2,2344245
2274,339,48880,693,2,2221419
2466,340,44349,639,1,2184695
2060,317,49337,747,2,1974666
1519,334,44693,540,0,1344911
1205,348,49208,603,0,1160232
871,351,44278,668,2,1150157
2653,314,47528,712,1,2364744
2853,352,48881,817,0,2403188
2029,326,45722,536,2,1968563
2367,316,45693,750,0,1997009
1186,339,49140,560,0,1119851
2591,301,46392,572,0,2229067
1498,348,46550,529,0,1393993
2000,349,49224,478,2,1970649
1626,330,47037,968,0,1522582
2622,336,49802,456,2,2412139
1148,340,46335,799,0,1055470
2078,340,47717,762,0,1791210
1107,333,45247,734,0,1051511
1950,333,45134,533,2,1833903
2760,350,44598,413,0,2299169
1565,354,44185,682,0,1386991
1524,358,46052,820,1,1535333
2419,302,46549,526,0,2059033
1182,316,45824,617,1,1239132
1324,313,45520,888,2,1441913
1075,313,43249,659,0,953308
1136,345,48586,617,0,1081761
2773,337,49373,888,1,2511585
1280,334,49843,842,1,1300580
1710,300,44074,498,0,1465902
2796,347,44504,581,2,2574224
2151,328,46790,568,1,1941960
2833,303,46805,632,0,2438471
2554,332,44014,492,1,2299598
908,316,46944,871,2,1102573
1127,327,42948,915,1,1305227
2599,349,42106,484,0,2169144
1114,325,44491,918,1,1196399
1934,307,47820,780,2,1842215
1580,333,48179,806,0,1441444
2320,358,46692,631,0,1994590
955,317,42154,650,0,911584
2296,330,45240,484,0,2003472
2524,358,42795,718,2,2468950
1686,326,46367,592,0,1543539
1521,315,43570,699,2,1571571
1712,357,47539,757,2,1753443
1670,309,47303,956,1,1723536
812,339,43634,852,1,891256
1297,311,47356,962,0,1289530
2556,321,43938,905,0,2201842
1917,315,43532,464,2,1903658
1994,311,49608,965,1,1902018
2804,310,45028,621,0,2343420
2447,319,46217,865,0,2118285
2390,350,43440,471,2,2203095
2290,300,49702,873,1,2174217
942,326,43398,418,0,924812
2024,302,45646,921,0,1802968
1364,311,45397,814,0,1230467
2515,329,47599,763,0,2287299
1216,308,46245,927,0,1219175
2648,352,46802,479,0,2197713
2517,353,45042,589,1,2271529
2190,336,43615,547,2,2061948
1867,300,43513,842,2,1817092
2666,341,49994,664,2,2472146
1921,348,48296,908,0,1672096
2088,303,49184,700,2,2006441
2606,314,44598,865,1,2358621
2987,350,42844,764,0,2537198
2304,326,45419,798,1,2169189
1816,307,45530,892,0,1671319
1752,359,49369,941,0,1580724
871,359,49590,879,2,1111643
2490,322,44327,567,1,2291230
2091,314,48565,490,2,1949859
2144,326,49767,699,0,1810572
2954,330,45040,573,1,2544576
1682,338,49632,772,1,1640689
938,346,43976,423,0,931188
2304,307,43835,600,2,2225324
1532,329,46899,406,0,1392186
2548,357,42354,405,1,2131518
1223,354,43605,560,1,1170793
2391,341,46473,996,1,2177806
1189,317,45195,647,0,1128900
1141,303,44127,565,1,1135395
1745,346,47676,827,1,1533491
1413,342,42987,544,2,1498583
1292,321,46328,910,2,1494686
991,302,49647,942,1,1201736
1298,314,42153,908,2,1448167
1621,334,42906,619,0,1472541
2535,346,45763,975,2,2387812
2056,337,49576,475,2,1879524
2768,332,49198,718,2,2641695
1026,313,43620,437,2,1155565
2194,347,45628,965,0,2032546
2986,300,45574,913,2,2778170
1616,352,48514,645,1,1662754
2273,348,46418,539,2,2163896
1886,325,42331,657,2,1823002
903,307,46338,780,1,982486
2674,349,49719,877,0,2256828
1670,315,42429,584,1,1525675
1467,337,47301,702,1,1416225
2842,309,48952,893,1,2650034
1072,341,47592,563,1,1088718
1829,336,44423,602,2,1859060
1851,325,42080,807,2,1857665
2373,327,43573,609,2,2189602
1092,311,42419,500,2,1220667
2905,319,42466,845,0,2470956
2092,348,49595,960,2,2068107
1107,313,47176,767,2,1360947
1776,345,45393,638,0,1600414
2051,334,48096,690,1,1859294
2070,328,43565,771,2,2067561
2317,311,43518,830,2,2192612
2930,351,49433,679,1,2514589
2009,317,49394,866,2,2055814
2178,343,48972,715,1,2022188
2573,301,46030,476,1,2263390
2519,301,44035,550,1,2161382
2842,358,42803,795,2,2639013
1595,316,43077,895,1,1584719
1696,309,43632,696,2,1657534
2761,317,43984,806,0,2392361
1009,321,49121,686,1,1142878
1767,318,42003,892,2,1823431
1271,357,49606,935,1,1355827
1722,352,49477,855,2,1749156
936,300,47998,891,2,1094245
1166,323,42602,408,0,1006733
983,335,49256,531,1,1067022
2198,324,44367,476,2,2069373
1336,335,47494,530,0,1186187
2402,330,45675,811,2,2279587
2073,330,42500,489,2,1913377
1896,301,47781,897,0,1784396
2105,318,49401,753,1,1945036
1715,352,49504,670,0,1501973
951,311,48714,791,1,1043407
1828,309,42184,831,2,1821790
2018,330,45509,871,2,2025295
2777,344,48699,707,0,2350840
1070,321,45251,907,0,1064154
1986,322,45147,454,0,1697586
1259,351,49823,436,2,1409705
904,322,49780,454,1,1030601
2510,314,44940,923,0,2252167
1233,325,43295,862,1,1274964
939,302,42054,877,0,986058
2294,322,43724,610,0,2016232
886,319,44910,625,0,830730
2511,344,43870,406,0,2029104
928,339,46172,939,2,1056616
2069,356,44343,611,2,1993683
2401,338,45290,588,0,2034580
